NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN

Site ID: CA45 Date Range: 1/1/1979 to 10/1/2017 Report Date: 7/30/2017 2:32:58 PM
"SiteID","Date On","Date Off","ldCa","Ca","ldMg","Mg","ldK","K","ldNa","Na","ldNH4","NH4","ldNO3","NO3","ldCl","Cl","ldSO4","SO4","pH Lab","pH Field","pH FV","Lab Cond","Field Cond","FV Cond","Svol","RG Ppt","Sub Ppt","Lab Type","Valcode","Invalcode","Notes"
"CA45","08/25/1981","09/01/1981"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/01/1981","09/08/1981"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/08/1981","09/15/1981"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/15/1981","09/22/1981"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/22/1981","09/29/1981"," ",0.070," ",0.074," ",0.008," ",0.098," ",0.050," ",0.320," ",0.120," ",0.560,5.40,5.10,"i",3.6,3.4,"i",942.0,14.73,14.730,"w ","w ","            ",""
"CA45","09/29/1981","10/06/1981"," ",2.550," ",0.568," ",0.062," ",1.024," ",0.550," ",1.370," ",0.820," ",6.910,6.35,-9.00,"-",31.6,-9.0,"-",80.9,1.52,1.520,"w ","w ","            ",""
"CA45","10/06/1981","10/13/1981"," ",0.160," ",0.051," ",0.014," ",0.116," ",0.080," ",0.090," ",0.120," ",0.460,5.67,5.20,"i",3.0,2.5,"i",2077.3,30.48,30.480,"w ","w ","            ",""
"CA45","10/13/1981","10/20/1981"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",2.4,0.00,0.000,"t ","d ","            ",""
"CA45","10/20/1981","10/27/1981"," ",0.120," ",0.187," ",0.035," ",0.343," ",0.030," ",0.290," ",0.340," ",0.870,6.18,4.90,"i",5.5,5.3,"i",229.1,3.56,3.560,"w ","w ","            ",""
"CA45","10/27/1981","11/03/1981"," ",0.040," ",0.055," ",0.019," ",0.392,"<",0.020," ",0.080," ",0.760," ",0.260,5.46,5.10,"i",5.3,9.7,"i",6789.5,100.33,100.330,"w ","w ","            ",""
"CA45","11/03/1981","11/10/1981"," ",0.120," ",0.165," ",0.022," ",0.241," ",0.090," ",0.620," ",0.280," ",0.790,5.54,5.30,"i",6.5,4.5,"i",475.5,6.35,6.350,"w ","w ","            ",""
"CA45","11/10/1981","11/17/1981"," ",0.040," ",0.110," ",0.036," ",0.895," ",0.050," ",0.060," ",1.670," ",0.380,5.49,5.30,"i",8.9,7.0,"i",10995.2,162.56,162.560,"w ","w ","            ",""
"CA45","11/17/1981","11/24/1981"," ",0.010," ",0.018," ",0.010," ",0.121," ",0.070," ",0.280," ",0.180,"<",0.100,5.46,5.20,"i",3.7,3.3,"i",8636.9,127.00,127.000,"w ","w ","            ",""
"CA45","11/24/1981","12/01/1981"," ",0.070," ",0.134," ",0.041," ",1.050," ",0.070," ",0.160," ",1.880," ",0.710,5.49,5.40,"i",9.5,9.5,"i",1701.2,26.42,26.420,"w ","w ","            ",""
"CA45","12/01/1981","12/08/1981"," ",0.220," ",0.268," ",0.044," ",0.411," ",0.410," ",1.460," ",0.460," ",0.750,5.85,5.10,"i",12.1,14.1,"i",134.3,3.81,3.810,"w ","w ","            ",""
"CA45","12/08/1981","12/15/1981"," ",0.020," ",0.020," ",0.013," ",0.090," ",0.050," ",0.550," ",0.140," ",0.280,5.01,4.90,"i",5.4,5.8,"i",2705.7,45.97,45.970,"w ","w ","            ",""
"CA45","12/15/1981","12/22/1981"," ",0.020," ",0.033," ",0.012," ",0.213," ",0.040," ",0.370," ",0.350," ",0.370,5.19,5.10,"i",5.2,4.6,"i",-9.0,135.89,135.890,"w ","w ","            ",""
"CA45","12/22/1981","12/29/1981"," ",0.050," ",0.029," ",0.044," ",0.143," ",0.030," ",0.370," ",0.130," ",0.430,5.54,5.20,"i",3.3,3.1,"i",1614.2,28.19,28.190,"w ","w ","            ",""
"CA45","12/29/1981","01/05/1982"," ",0.060," ",0.098," ",0.031," ",0.780," ",0.030," ",0.140," ",1.460," ",0.420,5.35,5.30,"i",8.2,8.8,"i",8170.6,120.65,120.650,"w ","w ","            ",""
"CA45","01/05/1982","01/12/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.13,-9.00,"-",-9.0,-9.0,"-",5.7,-7.00,0.127,"t ","t ","            ",""
"CA45","01/12/1982","01/19/1982"," ",0.030," ",0.103," ",0.027," ",0.541," ",0.090," ",0.140," ",1.010," ",0.290,5.58,5.40,"i",6.4,5.9,"i",1144.2,16.51,16.510,"w ","w ","            ",""
"CA45","01/19/1982","01/26/1982"," ",0.010," ",0.014," ",0.012," ",0.108," ",0.110," ",0.640," ",0.090," ",0.300,5.43,5.40,"i",3.7,3.6,"i",2430.5,38.61,38.610,"w ","w ","            ",""
"CA45","01/26/1982","02/02/1982"," ",0.030," ",0.064," ",0.023," ",0.506," ",0.080," ",0.320," ",0.940," ",0.330,5.45,5.30,"i",6.2,5.2,"i",1283.6,20.07,20.070,"w ","w ","            ",""
"CA45","02/02/1982","02/09/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.69,-9.00,"-",90.7,-9.0,"-",5.5,0.00,0.000,"t ","d ","            ",""
"CA45","02/09/1982","02/16/1982"," ",0.030," ",0.024," ",0.010," ",0.171," ",0.040," ",0.160," ",0.310," ",0.350,5.44,5.25,"i",3.4,3.1,"i",6573.2,101.85,101.850,"w ","w ","            ",""
"CA45","02/16/1982","02/23/1982"," ",0.070," ",0.123," ",0.042," ",1.880," ",0.120," ",0.140," ",1.640," ",0.450,6.14,-9.00,"-",13.5,6.8,"i",126.4,1.78,1.780,"w ","w ","            ",""
"CA45","02/23/1982","03/02/1982"," ",0.020," ",0.037," ",0.014," ",0.255," ",0.060," ",0.150," ",0.480," ",0.390,5.35,5.40,"i",4.3,3.4,"i",3646.7,55.88,55.880,"w ","w ","            ",""
"CA45","03/02/1982","03/09/1982"," ",0.080," ",0.077," ",0.061," ",0.508," ",0.270," ",0.760," ",0.890," ",0.790,5.71,5.40,"i",8.7,7.6,"i",531.5,9.65,9.650,"w ","w ","            ",""
"CA45","03/09/1982","03/16/1982"," ",0.050," ",0.018," ",0.012," ",1.560," ",0.060," ",0.730," ",0.390," ",2.390,5.82,5.25,"i",10.4,4.7,"i",1668.0,26.42,26.420,"w ","w ","            ",""
"CA45","03/16/1982","03/23/1982"," ",0.120," ",0.101," ",0.063," ",0.557," ",0.630," ",1.470," ",0.990," ",0.930,6.05,-9.00,"-",13.0,-9.0,"-",43.7,0.76,0.760,"w ","w ","            ",""
"CA45","03/23/1982","03/30/1982"," ",0.060," ",0.159," ",0.049," ",1.280,"<",0.020," ",0.060," ",2.440," ",0.360,5.45,5.40,"i",11.3,7.9,"i",3661.6,54.61,54.610,"w ","w ","            ",""
"CA45","03/30/1982","04/06/1982"," ",0.010," ",0.033," ",0.013," ",0.278," ",0.030," ",0.140," ",0.480," ",0.190,5.44,5.00,"i",4.4,5.5,"i",7277.7,105.41,105.410,"w ","w ","            ",""
"CA45","04/06/1982","04/13/1982"," ",0.180," ",0.089," ",0.034," ",0.561," ",0.220," ",0.190," ",1.110," ",0.590,5.95,5.30,"i",6.9,8.6,"i",4607.3,67.31,67.310,"w ","w ","            ",""
"CA45","04/13/1982","04/20/1982"," ",0.080," ",0.072," ",0.026," ",0.474," ",0.040," ",0.150," ",0.890," ",0.550,5.13,5.30,"i",7.1,6.4,"i",912.0,13.97,13.970,"w ","w ","            ",""
"CA45","04/20/1982","04/27/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",-9.0,0.00,0.000,"qa","d ","            ","na"
"CA45","04/27/1982","05/04/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/04/1982","05/11/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/11/1982","05/18/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/18/1982","05/25/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","05/25/1982","06/01/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","06/01/1982","06/08/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","06/08/1982","06/15/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","06/15/1982","06/22/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","06/22/1982","06/29/1982"," ",0.290," ",0.065," ",0.034," ",0.179," ",0.080," ",0.860," ",0.320," ",0.690,5.28,-9.00,"-",11.6,-9.0,"-",84.0,1.02,1.020,"w ","w ","            ",""
"CA45","06/29/1982","07/06/1982"," ",0.520," ",0.178," ",0.076," ",0.381," ",0.680," ",1.610," ",0.590,"<",0.850,6.59,-9.00,"-",19.8,-9.0,"-",11.1,0.25,0.250,"wa","wa","            ",""
"CA45","07/06/1982","07/13/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/13/1982","07/20/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/20/1982","07/27/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/27/1982","08/03/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","08/03/1982","08/10/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/10/1982","08/17/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/17/1982","08/24/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/24/1982","08/31/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",7.8,0.00,0.000,"t ","d ","            ",""
"CA45","08/31/1982","09/07/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/07/1982","09/14/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/14/1982","09/21/1982"," ",0.130," ",0.059," ",0.034," ",0.204," ",0.340," ",1.680," ",0.290," ",0.810,4.98,4.70,"i",10.5,11.3,"i",1119.2,16.51,16.510,"w ","w ","            ",""
"CA45","09/21/1982","09/28/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",4.4,-7.00,0.127,"t ","t ","            ",""
"CA45","09/28/1982","10/05/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/05/1982","10/12/1982"," ",0.300," ",0.082," ",0.084," ",0.209," ",0.090," ",0.660," ",0.410," ",0.290,5.94,5.70,"i",6.5,4.8,"i",166.0,2.29,2.290,"w ","w ","            ",""
"CA45","10/12/1982","10/19/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/19/1982","10/26/1982","<",0.010," ",0.011," ",0.007," ",0.089,"<",0.020," ",0.250," ",0.170," ",0.190,5.26,4.80,"i",5.0,3.8,"f",5693.9,84.07,84.070,"w ","w ","            ",""
"CA45","10/26/1982","11/02/1982"," ",0.010," ",0.014," ",0.006," ",0.124,"<",0.020," ",0.210," ",0.230,"<",0.100,5.40,5.30,"i",5.0,3.0,"i",2180.5,31.75,31.750,"w ","w ","            ",""
"CA45","11/02/1982","11/09/1982"," ",0.070," ",0.090," ",0.034," ",0.733,"<",0.020," ",0.180," ",1.390," ",0.360,5.56,4.60,"i",8.4,9.3,"i",555.1,8.89,8.890,"w ","w ","            ",""
"CA45","11/09/1982","11/16/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",2.3,0.00,0.000,"t ","d ","            ",""
"CA45","11/16/1982","11/23/1982"," ",0.030," ",0.034," ",0.015," ",0.266," ",0.090," ",0.270," ",0.490," ",0.300,5.50,5.25,"i",8.6,4.3,"i",5591.0,86.36,86.360,"w ","w ","            ",""
"CA45","11/23/1982","11/30/1982"," ",0.020," ",0.034," ",0.015," ",0.284," ",0.080," ",0.250," ",0.560,"<",0.100,5.46,4.80,"i",7.9,5.0,"f",6124.2,91.44,91.440,"w ","w ","            ",""
"CA45","11/30/1982","12/07/1982"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"f",-9.0,-9.0,"f",1066.8,17.78,17.780,"w ","  ","c           ","ns"
"CA45","12/07/1982","12/14/1982"," ",0.070," ",0.049," ",0.069," ",0.311," ",0.280," ",1.970," ",0.640," ",0.890,4.67,4.40,"i",14.8,16.4,"i",471.4,7.62,7.620,"w ","w ","            ",""
"CA45","12/14/1982","12/21/1982"," ",0.020," ",0.029," ",0.013," ",0.247,"<",0.020," ",0.150," ",0.490,"<",0.100,5.28,5.40,"i",4.0,3.2,"i",10050.3,149.86,149.860,"w ","w ","            ",""
"CA45","12/21/1982","12/28/1982"," ",0.040," ",0.090," ",0.036," ",0.748,"<",0.020," ",0.060," ",1.430," ",0.290,5.42,5.70,"i",7.1,7.2,"i",3362.4,50.55,50.550,"w ","w ","            ",""
"CA45","12/28/1982","01/04/1983"," ",0.410," ",0.111," ",0.072," ",0.243," ",0.270," ",1.050," ",0.390," ",1.350,5.78,-9.00,"-",10.4,-9.0,"-",38.2,-7.00,0.127,"wa","wa","            ",""
"CA45","01/04/1983","01/11/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",2.6,0.00,0.000,"t ","d ","            ",""
"CA45","01/11/1983","01/18/1983"," ",0.070," ",0.025," ",0.011," ",0.117," ",0.170," ",0.910," ",0.200," ",0.470,5.31,4.90,"i",6.0,10.1,"i",1072.2,16.51,16.510,"w ","w ","            ",""
"CA45","01/18/1983","01/25/1983"," ",0.030," ",0.060," ",0.020," ",0.472," ",0.030," ",0.110," ",0.850," ",0.390,5.49,5.10,"i",5.2,6.0,"i",7825.5,115.06,115.060,"w ","w ","            ",""
"CA45","01/25/1983","02/01/1983"," ",0.020," ",0.042," ",0.022," ",0.332,"<",0.020," ",0.190," ",0.620," ",0.320,5.28,5.30,"i",4.9,5.2,"i",8469.7,127.00,127.000,"w ","w ","            ",""
"CA45","02/01/1983","02/08/1983"," ",0.030," ",0.024," ",0.011," ",0.145," ",0.130," ",0.690," ",0.250," ",0.610,5.27,4.75,"i",5.7,6.9,"i",-9.0,84.58,84.580,"w ","w ","            ",""
"CA45","02/08/1983","02/15/1983"," ",0.070," ",0.151," ",0.045," ",1.090,"<",0.020," ",0.170," ",2.190," ",0.720,5.39,5.10,"i",10.6,11.7,"i",3889.9,53.85,53.850,"w ","w ","            ",""
"CA45","02/15/1983","02/22/1983"," ",0.070," ",0.134," ",0.047," ",0.984," ",0.140," ",0.460," ",1.830," ",0.490,5.19,5.10,"i",11.4,11.9,"i",2807.6,40.64,40.640,"w ","w ","            ",""
"CA45","02/22/1983","03/01/1983"," ",0.030," ",0.068," ",0.025," ",0.548," ",0.070," ",0.160," ",1.090," ",0.260,5.68,5.20,"i",5.9,6.7,"i",10796.8,162.56,162.560,"w ","w ","            ",""
"CA45","03/01/1983","03/08/1983"," ",0.050," ",0.040," ",0.020," ",0.301,"<",0.020," ",0.260," ",0.550," ",0.300,5.54,5.30,"i",4.4,6.6,"i",6991.2,102.87,102.870,"w ","w ","            ",""
"CA45","03/08/1983","03/15/1983"," ",0.040," ",0.038," ",0.012," ",0.200,"<",0.020," ",0.060," ",0.360," ",0.190,5.57,5.40,"i",3.4,3.4,"i",4346.8,63.50,63.500,"w ","w ","            ",""
"CA45","03/15/1983","03/22/1983"," ",0.040," ",0.044," ",0.012," ",0.311," ",0.050," ",0.290," ",0.560," ",0.330,5.37,5.00,"i",4.9,5.3,"i",4435.2,66.04,66.040,"w ","w ","            ",""
"CA45","03/22/1983","03/29/1983"," ",0.060," ",0.114," ",0.038," ",0.910,"<",0.020," ",0.130," ",1.680," ",0.340,5.59,5.10,"i",8.5,9.2,"i",5526.3,78.74,78.740,"w ","w ","            ",""
"CA45","03/29/1983","04/05/1983"," ",0.080," ",0.051," ",0.021," ",0.309," ",0.050," ",0.190," ",0.550," ",0.390,5.57,6.00,"i",4.1,5.1,"i",1033.2,13.97,13.970,"w ","w ","            ",""
"CA45","04/05/1983","04/12/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",-9.0,0.00,0.000,"qa","d ","            ","na"
"CA45","04/12/1983","04/19/1983"," ",0.270," ",0.172," ",0.082," ",1.100," ",0.130," ",1.670," ",1.730," ",1.170,5.07,4.10,"i",15.8,17.4,"f",150.9,2.54,2.540,"w ","w ","            ",""
"CA45","04/19/1983","04/26/1983"," ",0.060," ",0.033," ",0.020," ",0.242," ",0.050," ",0.220," ",0.440," ",0.380,5.44,5.20,"i",8.7,4.4,"i",5583.8,81.28,81.280,"w ","w ","            ",""
"CA45","04/26/1983","05/03/1983"," ",0.030," ",0.022," ",0.015," ",0.148," ",0.120," ",0.570," ",0.260," ",0.360,5.28,4.70,"i",5.2,6.3,"f",4467.8,66.04,66.040,"w ","w ","            ",""
"CA45","05/03/1983","05/10/1983"," ",0.040," ",0.025," ",0.034," ",0.149,"<",0.020," ",0.110," ",0.230,"<",0.100,5.46,5.10,"i",3.0,3.7,"i",908.4,12.45,12.450,"w ","w ","            ",""
"CA45","05/10/1983","05/17/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/17/1983","05/24/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/24/1983","05/31/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/31/1983","06/07/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/07/1983","06/14/1983"," ",0.220," ",0.073," ",0.022," ",0.176,"<",0.020,"<",0.020," ",0.190," ",0.370,5.18,5.05,"i",8.1,5.6,"i",132.7,2.03,2.030,"w ","w ","            ",""
"CA45","06/14/1983","06/21/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/21/1983","06/28/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/28/1983","07/05/1983"," ",0.190," ",0.060," ",0.106," ",0.264," ",0.070," ",0.310," ",0.220," ",0.470,5.27,-9.00,"-",6.3,-9.0,"-",81.0,1.27,1.270,"w ","w ","            ",""
"CA45","07/05/1983","07/12/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/12/1983","07/19/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/19/1983","07/26/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/26/1983","08/02/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/02/1983","08/09/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/09/1983","08/16/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/16/1983","08/23/1983"," ",0.090," ",0.025," ",0.027," ",0.079," ",0.190," ",1.190," ",0.180," ",0.690,4.88,4.40,"i",13.4,11.3,"f",529.0,6.60,6.600,"w ","w ","            ",""
"CA45","08/23/1983","08/30/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/30/1983","09/06/1983"," ",0.050," ",0.010," ",0.025," ",0.030,"<",0.020," ",0.070," ",0.220,"<",0.100,5.54,5.10,"i",4.8,2.2,"f",1667.3,24.38,24.380,"w ","w ","            ",""
"CA45","09/06/1983","09/13/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/13/1983","09/20/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/20/1983","09/27/1983"," ",0.420," ",0.093," ",0.213," ",0.374," ",0.290," ",1.810," ",0.480," ",1.070,5.50,-9.00,"-",11.2,-9.0,"-",77.7,1.02,1.020,"w ","w ","            ",""
"CA45","09/27/1983","10/04/1983"," ",0.040," ",0.015," ",0.026," ",0.054," ",0.150," ",0.910," ",0.110," ",0.520,5.02,4.50,"f",6.7,7.4,"i",1069.0,16.00,16.000,"w ","w ","            ",""
"CA45","10/04/1983","10/11/1983"," ",1.220," ",0.386," ",0.188," ",1.346,"<",0.210," ",1.570," ",2.920," ",2.090,5.81,-9.00,"-",29.0,-9.0,"-",10.4,0.25,0.250,"wa","wa","            ",""
"CA45","10/11/1983","10/18/1983"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/18/1983","10/25/1983"," ",0.400," ",0.074," ",0.106," ",0.295,"<",0.020,"<",0.020," ",0.270," ",0.610,6.05,-9.00,"-",6.9,-9.0,"-",46.9,0.76,0.760,"w ","w ","            ",""
"CA45","10/25/1983","11/01/1983"," ",0.050," ",0.017," ",0.022," ",0.099," ",0.110," ",0.580," ",0.190," ",0.430,5.20,4.32,"i",8.5,6.1,"f",2588.0,38.61,38.610,"w ","w ","            ",""
